height,best_logP
2,27.0793435167
3,26.6988673924
4,25.3489163162
5,25.9179042214
6,24.8030816264
7,24.6367403102
8,22.0122391862
9,21.3033263101
10,19.6686429852
11,17.9067119806
12,17.8897111993
14,16.9979096999
16,16.0571662545
21,14.7491105476
26,12.7884071284
31,12.1717529213
41,10.2331251047
51,8.34818474256
71,5.26464786957
91,7.1436755521
111,5.6680272616
131,4.31122046038
151,2.9070417129
171,1.38179857783
191,1.10299487158
