upstream,best_logP
-225000,3.77367504528
-175000,2.58965456079
-125000,0.614042913705
-75000,1.92953455971
-50000,5.54979170451
-38000,5.8815661756
-27000,8.1932700826
-26000,9.76187699241
-25000,5.31013032434
-21000,8.66091884284
-15000,11.3880049915
-14000,9.96534031397
-9000,11.2751071428
-6000,12.8783193477
-3000,11.1989645282
-2000,13.501034598
-1000,13.7259178353
0,14.3282660253
1000,17.7611462306
2000,17.7077792998
3000,17.0564566116
4000,12.8369424588
5000,16.849706816
6000,11.1118443701
7000,7.95054456642
8000,9.47369221963
9000,8.42045435043
10000,9.06025040545
12000,8.68052709805
15000,7.17844049278
21000,7.06447083818
22000,8.52800560496
25000,5.95321614103
34000,6.49002056177
46000,7.51820103611
50000,6.6674164776
75000,5.43000546899
100000,2.62941464037
125000,2.54873318016
175000,0.00117483069255
225000,-0.0
