height,best_logP
2,25.9860114226
3,25.9549507919
4,24.6798139614
5,24.9964517456
6,23.8236125697
7,23.5671563465
8,19.7136227837
9,18.9481124736
10,17.9950155935
11,16.0879616248
12,17.2527832735
14,16.3044995617
16,15.1507649751
21,13.8957112849
26,12.4831353096
31,11.4308999436
41,10.0769440991
51,8.28470153402
71,5.24672910901
91,7.22630935822
111,5.66084563467
131,4.30449263401
151,2.9070417129
171,1.38179857783
191,1.10299487158
