height,best_logP
5,17.0564566116
10,17.7611462306
15,14.0075351507
20,13.7032191615
25,10.8460341801
30,7.51048992339
35,6.01558544636
45,1.92953455971
55,3.77367504528
75,1.24380219719
95,1.07613157961e-06
