height,best_logP
2,26.1465372158
3,26.974424714
4,27.7658952392
5,28.4727492744
6,29.4681453383
7,28.1448451687
8,31.004224337
9,29.7330343137
10,30.2978302956
11,26.4254616654
13,24.7139140429
15,22.3475379076
16,17.2719554474
17,20.9875225721
19,20.3841845586
21,21.0456877005
26,15.8272327743
31,15.2544387644
41,11.3427110423
51,10.2300792011
71,7.34454722331
91,6.91571965459
111,6.55542551426
131,5.27660430091
151,4.88718216864
171,4.42532883262
191,2.91543789984
