height,best_logP
3,24.8688583799
5,25.3312617828
6,24.6662840757
7,25.5723247935
9,31.3893634067
10,31.9115660784
11,32.8611137096
12,30.745348969
13,29.5129994489
14,29.1072905233
15,28.7344893607
16,25.4405970333
17,24.7549917631
19,24.2123718585
21,23.8698089658
26,20.9026469017
31,19.9255360665
41,15.0907422153
51,13.3615142809
71,10.0933414594
91,9.04089573375
111,7.98534435223
131,6.28969819068
151,5.80755454428
171,4.81584261972
191,3.32976180778
