height,best_logP
2,28.2334610207
3,29.0013178668
4,30.5099271259
5,29.5147569486
6,30.025836616
7,29.62973877
8,32.0674935993
9,31.2028179195
10,31.8480527404
11,28.5199724626
13,27.8865064868
15,27.3242004738
16,24.8559933365
17,26.4566683526
19,25.8275551848
21,25.5389864747
26,22.508583732
31,21.5669561448
41,16.1515478069
51,14.4041635599
71,11.3962439741
91,10.0707289239
111,9.09141154354
131,7.11570867918
151,6.20008997089
171,4.85700821827
191,3.13460959191
