height,best_logP
2,29.8645236269
4,30.5236031381
6,29.7132663399
8,33.2509480641
9,32.411477563
10,32.7973617758
11,33.746799707
12,32.5534251947
13,32.2393063597
14,30.6075454213
15,30.2561947952
16,29.4071748563
17,28.5448920509
18,27.9684550689
21,25.9961234976
26,23.9222811338
31,22.5360511171
41,17.0380213302
51,14.7967848412
71,11.7905007665
91,10.1770291813
111,8.52285733586
131,6.59911832837
151,6.06308753138
171,4.88974756901
191,3.48670913481
