downstream,best_logP
-225000,0.796524701836
-175000,1.04323835814
-125000,1.58123090775
-75000,0.839412822355
-50000,2.44010067411
-25000,2.64439449914
-14000,3.78339073171
-13000,3.54036951373
-8000,4.77663932939
-5000,4.96148647865
-2000,4.72496258325
-1000,4.57879754156
0,4.46730424713
1000,8.52803338268
2000,8.16316534557
3000,9.04034232364
4000,8.91885590766
5000,9.42707264486
6000,10.6382191599
7000,10.3913106652
8000,8.62387847689
9000,7.73746736971
10000,7.07056653312
11000,7.00866991638
12000,6.84372168331
13000,6.62914171795
16000,6.34201760207
22000,5.45772302736
23000,5.33834474793
25000,4.54347246087
28000,4.68620748861
34000,4.61835120773
35000,4.60413349007
47000,4.80799640358
50000,4.29631936231
59000,4.75752898853
71000,4.21007784485
75000,3.48068628195
100000,2.82270746756
125000,2.98749027711
175000,2.95236487015
225000,3.04813252565
