height,best_logP
11,4.57789735023
16,5.23033623965
18,5.39533192882
19,6.22319028179
20,6.16051675011
21,6.30000465862
22,6.73479924473
23,6.48637884998
24,6.16046963826
25,6.46385974975
26,5.91514792531
28,5.67837849036
30,5.34690019879
31,4.46114367892
32,5.47857111624
34,4.6377621464
36,4.12657306376
41,3.25036056186
46,2.86385836874
51,3.09683452419
61,3.15963107056
71,3.04283448151
91,2.0282726388
111,1.61322922887
131,1.5360804857
151,1.29210162939
171,1.29210162939
191,1.29210162939
