height,best_logP
2,9.60752642562
3,9.5110775773
4,10.0643604827
5,10.2617442172
6,9.48107559936
7,8.49534640309
8,7.66775715524
9,7.71765290322
10,6.15204929626
11,4.85949921636
12,5.93314024031
14,6.23930638349
16,5.62200554619
21,4.16388754198
26,4.92316246245
31,4.41344716063
41,3.23679184502
51,2.843821706
71,3.08040100058
91,2.02547731489
111,1.61191883745
131,1.5360804857
151,1.29210162939
171,1.29210162939
191,1.29210162939
