downstream,best_logP
-225000,0.796524701836
-175000,1.04323835814
-125000,1.55344881242
-75000,0.822858708517
-50000,2.51952100514
-25000,2.63885264109
-14000,3.74540870126
-13000,3.40148150265
-8000,4.5370953512
-5000,5.12277078892
-2000,4.51323713427
-1000,4.77350175038
0,4.49143888512
1000,8.53982166686
2000,8.24575234687
3000,9.20703818126
4000,9.1600154698
5000,9.38708842824
6000,10.2617442172
7000,9.9389914972
8000,8.62859218655
9000,7.67041712108
10000,7.27986880596
11000,7.31425170816
12000,6.9786482692
13000,6.83525518621
16000,6.33838838907
22000,5.61396811586
23000,5.4078700317
25000,4.53486421903
28000,4.73636036492
34000,4.67665192879
35000,4.82802360897
47000,4.81145870388
50000,4.38128990145
59000,4.88580147594
71000,4.14325111021
75000,3.6039918723
100000,2.85819341844
125000,2.94927428602
175000,2.92044043923
225000,3.13036220295
