height,best_logP
2,8.99629022267
3,8.90125084189
4,9.97641260162
5,10.6382191599
6,9.19294694151
7,8.47331080575
8,7.62778575218
9,7.76213655009
10,6.08007213257
11,4.73617279649
12,5.91719050145
14,6.22953898071
16,5.59929087357
21,4.20586902719
26,4.91506240169
31,4.40899879009
41,3.2549030096
51,2.83628739465
71,3.07929749486
91,2.02547731489
111,1.61322839878
131,1.5360804857
151,1.29210291395
171,1.29210162939
191,1.29210162939
