downstream,best_logP
-225000,0.796524701836
-175000,1.04323835814
-125000,1.80615128452
-75000,1.065795538
-50000,2.66627398406
-25000,2.61679955253
-13000,2.75724900339
-8000,3.14895918046
-5000,3.79233400452
-2000,6.01322150649
-1000,5.48919034177
0,6.00428778933
1000,6.4699545809
2000,6.6989313441
3000,6.58849725417
4000,6.79554655399
5000,6.75500769247
6000,6.53133259323
7000,6.51271763007
8000,6.07340600484
9000,5.65010960514
10000,5.1283052089
11000,4.91095381661
13000,5.31653630753
16000,5.24181271598
22000,4.9717433921
23000,4.93576434109
25000,4.44940597705
28000,5.15607924086
34000,4.92418146594
35000,4.22699820884
40000,4.94014690228
46000,4.85560815453
47000,4.44440377235
50000,3.96921733789
59000,4.37110771908
71000,3.64748844805
75000,3.54662206172
100000,2.95420784983
125000,3.02807140886
175000,2.94934108572
225000,3.09934921932
