height,best_logP
2,19.9471000714
3,19.9504965633
4,20.4452557716
5,20.4168414657
6,20.072449985
7,19.7554978611
8,18.8140070307
10,18.4285220431
11,16.4609146365
12,18.0635470812
14,18.1553148533
16,17.9255380146
21,15.6593882923
26,16.0177785987
31,15.1291519819
41,13.1191212879
51,13.1175073315
71,11.8209723619
91,10.2988881136
111,9.41688188153
131,8.94296759922
151,8.20314276145
171,7.58613956773
191,7.93821217037
