height,best_logP
15,4.36822263015
25,7.72461525381
30,9.05111776412
35,11.6063399217
40,11.7733064153
45,13.2756213578
50,13.4448063507
55,12.6173785744
60,9.69875175372
65,11.0566264437
70,9.61074406664
75,9.4132540099
85,7.55820161754
95,6.05301757497
